reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a73511d7-b281-44b2-aba3-4c73997f1613,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lipstik di filter ku sering hilang dan di semua akun ku juga gitu jdi menurut ku agak mengecewakan 😊😊,4,0,,2025-04-12 09:47:54,,,
92709420-eab5-46f7-bb56-811fea4f0375,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best,5,0,,2025-04-12 09:46:58,,,
bcee9bde-6062-43f1-bca9-fbfe624d6422,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,39.3.3,2025-04-12 09:46:51,,,39.3.3
0d926f8a-5e87-4ec4-8276-22ec46493c3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus,5,0,,2025-04-12 09:46:03,,,
e3096ca2-2cbb-49bd-af31-aa2623344c0e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sering eror gak bisa di buka tiba tiba keluar sendiri habis di update malah makin jelek,1,0,,2025-04-12 09:45:54,,,
7a90c206-ee72-4860-a4b9-8b2fe8e3fd58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-04-12 09:44:56,,,
8048e47b-0ae3-4706-8d37-f73d0a5d4940,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ada bug tiba-tiba bisa gerak,ganti ganti aneh aplikasi ini",1,0,,2025-04-12 09:42:37,,,
1757e623-6557-477e-9ebb-98ae5efbda6a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-04-12 09:38:32,,,
0a8a3376-2496-4030-b2a9-0c95cadf2801,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiktok ku gk bisa dibuka,1,0,39.4.3,2025-04-12 09:37:14,,,39.4.3
4f3101ff-841a-4b8d-a5cd-4d9276c64d57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,29.1.3,2025-04-12 09:36:51,,,29.1.3
da0d57a8-036d-4238-bdbf-ddc62297e367,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,1,39.4.3,2025-04-12 09:36:40,,,39.4.3
bc810e05-b953-4de7-b086-65b66ca17215,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok ngk bisa di download,1,0,33.6.3,2025-04-12 09:36:13,,,33.6.3
c55c2356-2e97-4897-90dc-e178b3accaa1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cool,5,0,25.9.0,2025-04-12 09:36:02,,,25.9.0
778f443a-240a-4e36-994d-f2d3e10c5f82,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat berguna menggunakan aplikasiini🙏,5,0,39.5.3,2025-04-12 09:35:43,,,39.5.3
e00df3aa-eba5-4ee4-81f7-f1c7b78b4e32,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong di perbaiki, kadang tiktok bug di hp saya, pas di bukak, membuat hp saya tegang dan tidak bisa di apa2in, tolong di perbaiki lagi kedepannya.",1,0,,2025-04-12 09:34:57,,,
f9da030b-3043-4ab7-9d5a-bae3f2c7cca9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baguss sekali,5,0,,2025-04-12 09:33:38,,,
d2235d12-ad7f-48dd-8bb2-56b86f41da9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mengapa tidak bisa membuka tiktok,, tolong pihak sistem untuk diperbaiki bug nya🙏",4,0,,2025-04-12 09:33:31,,,
79f1a99d-4dd2-49d8-bc07-1fb9aa2b86a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tiba tiba akun terkena pembatasan usia padahal saya sudah memenuhi syarat untuk bergabung dengan tiktok, waktu ingin mengajukan banding malah banding di tolak padahal saya sudah foto dengan om saya eh malah foto tidak memenuhi syarat",1,0,,2025-04-12 09:33:04,,,
56888043-12c6-47fb-a146-5280457bf535,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tik Tok ini sangat bagus bisa membuat saya lebih kenal dengan sesama/orang lain yg saya pertamanya tidak kenal menjadi kenal dan saya menemukan akun-akun keluarga saya dan pacar saya,5,0,,2025-04-12 09:32:48,,,
acd52f5b-b683-4540-8619-c6ab7b3d3891,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya sangat baguss jdi aku ksih bintang ★★★★★,5,0,39.4.3,2025-04-12 09:31:15,,,39.4.3
8ece9b3f-ac8c-4569-a00f-29706bc924f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi nya sangat begus,5,0,39.3.3,2025-04-12 09:29:34,,,39.3.3
a95246df-638b-4d09-986a-00d8e9914710,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka tapi kenapa top ap koin tdik bisa,3,0,,2025-04-12 09:29:32,,,
60fa0a7a-28b5-419b-bb2d-e82f5cd42be2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus aplk nyyy,5,0,9.7.0,2025-04-12 09:28:57,,,9.7.0
65be6aab-3756-400c-9588-ecd252854474,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini sangat bagusss,5,0,39.5.3,2025-04-12 09:27:20,,,39.5.3
07380301-994a-4e32-9981-fe5013f141d0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,efek nya ga bisa di pake,2,0,39.5.3,2025-04-12 09:26:35,,,39.5.3
2f386ce0-8128-49f3-8a8b-3bba23698f50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menemani saya saat malas,1,0,,2025-04-12 09:25:47,,,
b95ed04a-53dd-45b0-a2f9-1b0554a3cb43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak bug nya,1,0,,2025-04-12 09:20:30,,,
6917bc06-39bd-416f-bc50-3d5e6f68614a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi bisa di gunakan positif maka jadi fositip di gunakan negatif hasil nya negatif juga.,5,0,39.2.3,2025-04-12 09:19:30,,,39.2.3
511341e2-97e9-463a-ac97-99c7fc774ca8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,39.3.3,2025-04-12 09:19:03,,,39.3.3
8eb3262b-ccec-4eb4-9d6d-d45bd54e61e2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lambat,1,0,39.4.3,2025-04-12 09:18:55,,,39.4.3
25338575-fb37-4d4e-91bb-8ba6013d1139,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus dan baikkk,5,0,39.4.3,2025-04-12 09:18:03,,,39.4.3
46f1e110-427c-4b64-88df-9c1489016644,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagusss,4,0,39.4.3,2025-04-12 09:17:36,,,39.4.3
e2f85302-fffc-4528-839c-709a91e15c76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiktok salah satu wadah informasi yang cepat juga bisa berbelanja dengan mudah dan murah,2,0,39.4.3,2025-04-12 09:17:15,,,39.4.3
24dc52b7-9e61-4cea-a0a1-31ab077e9b48,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,,2025-04-12 09:16:43,,,
099eaac1-6430-4940-8773-4064115ffbdc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini tiktok tolong dibenerin soalnya setiap aku masuk ada tulisan abaikan gitu plis ya dibenerin,4,0,,2025-04-12 09:14:47,,,
eefe5b8a-410f-4695-b1da-f4fa419c7a6b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tiktok plss, efek nya gbsa muncul jir, gua mencet filt ga muncul kaya lipstik nya, ato aksesoris nya😊",3,0,,2025-04-12 09:13:41,,,
6ce08860-c90f-4472-9484-9d40d11fbd2b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,masih ngebug...sebel deh,2,0,39.5.3,2025-04-12 09:12:03,,,39.5.3
05dca8d0-4f3b-4cc1-b972-d0da3c3fba99,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru banget tiktok,5,0,21.5.6,2025-04-12 09:11:11,,,21.5.6
2f72d38a-c2e9-4ef7-af33-28f11503f99b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semenjak satu video sya viral kenaapaaa semua video saya jadi susah fyp ya??,3,0,39.4.3,2025-04-12 09:10:56,,,39.4.3
74dc6763-5a0b-44ad-a6e1-e519fbba34a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus si tapi nginstal nyah lama,5,0,,2025-04-12 09:10:46,,,
dac9268d-18bf-4b88-8ece-581bcc705bee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa sih tiktok kalau semalam udah dibuka pagi/sore pas bangung lama banget mau masuk, terus kenapa video yang kurang pantas diliat selalu fyp padahal aku sendiri ga ada cari video begituan tapi seketika lewat fyp tolong dong tiktok diperhatikan lagi giliran video ga pantas diliat fyp giliran video yang pantas diliat ga fyp",2,0,17.9.5,2025-04-12 09:10:24,,,17.9.5
c3d803f7-6867-4d5a-897f-b533c9b8791b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,APLIKASI BERAT . PENYIMPANAN SAMPAI 4GB . SUDAH SEPERTI GAME KOMPETITIF. LALU UNTUK APA FITUR LOVE ORANGE ATAU XP LEVEL ANGGOTA DI HOST TERTENTU . HARUS DI KLAIM MANUAL TIDAK LAGI OTOMATIS . APA FAEDAH NYA COBA .,4,0,39.4.3,2025-04-12 09:09:29,,,39.4.3
8b9921a2-eab2-46a8-83e4-fb1152ba7f87,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,til Tom seru,5,0,,2025-04-12 09:09:25,,,
93c9c38f-46a8-44f2-abc7-2ebbfca08ec1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat cocok bagi Anda yang membutuhkan aplikasi ini,5,0,39.4.3,2025-04-12 09:08:12,,,39.4.3
dd7519e6-3441-4499-a013-8dbe0e6748f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayan lah untuk mengisi waktu luang saya,2,0,,2025-04-12 09:08:09,,,
cfc09a06-e782-4d35-8737-62d00b24b2ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,38.3.3,2025-04-12 09:07:23,,,38.3.3
bb7b3a5d-8700-4cfd-a5bc-aa542936fd14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena ga ada sulapnya,2,0,39.5.3,2025-04-12 09:06:47,,,39.5.3
842b62b6-3d3d-43f9-87ad-6ac0b8c3e282,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren aplikasi yg sgt membantu,5,0,,2025-04-12 09:06:11,,,
03c97ab0-8abc-4805-9dc5-fcc90e4f6ac2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sering lemot,lelet banget,",1,0,39.5.3,2025-04-12 09:03:18,,,39.5.3
35b159c8-2435-4a9f-9027-7aa06a9b6f3d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kapan nih foto live bisa di hp samsung a25 5g bagus tuh kalau ada,3,0,39.2.3,2025-04-12 09:02:49,,,39.2.3
b536052c-327b-4093-9da5-8131392d0f0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kebanyakan bug,1,0,39.5.3,2025-04-12 09:02:10,,,39.5.3
d653e159-fcf2-4352-992f-6aea396f831a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya mau menginstal aplikasi ini tapi tidak bisa 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,5,0,,2025-04-12 09:01:53,,,
861a16ce-70ad-4b47-8568-c739b6ca1d19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semua bagus,5,0,,2025-04-12 09:01:47,,,
d69677fe-144d-4273-b16b-fa280ca35b11,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"TIKTOK SEKARANG SUDAH GAK BERESSS,BANYAK WANITA PAMERIN ORGAN TUBUH DAN JOGET PARGOYY DI LIVEEE ,TOLONG ADMIN TIKTOK DI PROSESKAN ROOM RAWARAWA !",1,0,39.4.3,2025-04-12 09:01:16,,,39.4.3
d286b334-bc78-41d3-b2d2-3cf3be788208,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bgus,5,0,38.3.3,2025-04-12 09:00:15,,,38.3.3
4b5d4f40-3cb3-484f-9d7b-d7767a70056c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat kecewa dgn pihak tiktok karena tiktok nya sering nge bug kalo mau nonton loading nya lama dan sering keluar sendiri mau live keluar sendiri saya mohon di perbaiki pihak tiktok,1,0,39.4.3,2025-04-12 08:58:48,,,39.4.3
b1246d5e-0f54-479f-8ad8-c674d54f0a8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya suka ngebug trus ngeleg padahal sebelum buka tiktok Masi biasa aja pas Uda buka tiktok langsung tiba' ngeleg tapi ya lumayan lah , tapi dlu aplikasi nya g suka ngeleg skrng malah sering ngeleg mohon di benarkan lagii trimakasi",4,0,39.4.3,2025-04-12 08:58:05,,,39.4.3
cce0b45a-3bfa-4be9-b9e4-ddb031ea8a00,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,LIVE,5,0,39.4.3,2025-04-12 08:57:18,,,39.4.3
a80db3c0-5529-4942-9cc0-5fc826ea8058,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka ngelag,5,0,,2025-04-12 08:56:52,,,
ac2fc5f8-3b63-4dba-979f-b52420dad768,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus lah 🗿😋,5,0,35.6.3,2025-04-12 08:56:52,,,35.6.3
071eec40-f12f-4526-8ad8-d1bbf8a2ae5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sih tapi gak bisa bikin akun,3,0,,2025-04-12 08:55:48,,,
9f46a00c-1d28-4dc9-84c6-ef3f16d0cb4d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,39.1.3,2025-04-12 08:55:18,,,39.1.3
